MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrType,MasVnrArea,Electrical,GarageYrBlt,SalePrice
60,3,8795,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,2000,1,1,12,13,2,4,2,2,4,3,2,300,6,0,652,952,1,0,1,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,5,3,0,2,554,5,5,2,224,54,0,0,0,0,3,4,1,0,4,2009,8,4,39.2,2.0,0.0,4.0,86.0,236000
70,4,11700,1,2,0,3,0,0,0,17,2,2,0,5,7,7,1880,2003,4,1,11,12,2,4,4,4,0,3,6,0,6,0,1240,1240,2,4,0,1320,1320,0,2640,0,0,1,1,4,1,2,8,6,1,2,5,3,4,864,5,5,0,181,0,386,0,0,0,3,4,1,0,5,2009,8,4,36.0,2.0,0.0,4.0,36.0,265979
20,3,10593,1,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,1996,3,1,12,13,2,4,2,2,4,3,2,919,6,0,801,1720,1,0,1,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,5,1,0,2,527,5,5,2,240,56,154,0,0,0,3,4,1,0,3,2010,8,4,30.0,1.0,216.0,4.0,82.0,260400
50,3,8405,1,1,3,3,0,4,0,7,2,2,0,0,4,3,1945,1950,1,1,14,15,3,4,3,3,2,4,4,0,4,0,0,0,5,4,0,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,3,5,3,1,240,5,5,0,92,0,185,0,0,0,3,4,1,0,4,2009,8,4,21.0,2.0,0.0,1.0,31.0,98000
50,4,8800,1,0,3,3,0,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,3,4,0,4,0,3,6,0,6,0,576,576,1,2,1,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,3,6,1,0,0,3,3,0,0,160,0,0,0,0,3,4,1,0,6,2010,8,4,26.0,2.0,0.0,4.0,68.4,96500
60,3,7750,1,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,2,4,2,2,4,3,6,0,6,0,660,660,1,0,1,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,3,1,0,2,400,5,5,2,0,48,0,0,0,0,3,4,1,0,8,2007,8,4,21.8,2.0,0.0,4.0,89.0,162000
20,3,9236,1,1,0,3,0,4,0,5,2,2,0,2,6,5,1997,1997,1,1,12,13,3,2,2,2,4,1,2,1200,6,0,279,1479,1,0,1,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,3,1,2,2,576,5,5,2,168,27,0,0,0,0,3,4,1,0,7,2006,8,4,50.0,2.0,0.0,4.0,83.0,217000
60,3,10240,1,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,1,12,13,2,4,2,2,4,2,6,0,6,0,1030,1030,1,2,1,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,2,1,2,3,878,5,5,2,192,52,0,0,0,0,3,4,1,0,3,2006,8,4,51.0,1.0,118.0,4.0,91.0,275500
20,3,7930,1,1,3,3,0,4,0,12,2,2,0,2,6,8,1969,2005,1,1,9,10,3,4,1,4,4,3,2,439,3,472,115,1026,1,2,1,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,3,5,2,2,440,5,5,2,171,48,0,0,0,0,3,4,1,0,7,2009,8,4,32.0,2.0,0.0,4.0,55.0,156000
160,1,3230,1,2,3,3,0,4,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,3,4,2,2,4,3,2,381,6,0,348,729,1,2,1,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,3,5,3,2,440,5,5,2,0,24,0,0,0,0,3,4,1,0,3,2009,8,4,5.0,1.0,316.0,4.0,85.0,172500
60,3,10769,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,12,13,2,4,2,2,4,0,2,20,6,0,846,866,1,0,1,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,3,1,2,2,578,5,5,2,144,105,0,0,0,0,3,4,1,0,4,2009,8,4,39.0,2.0,0.0,4.0,93.0,212000
60,3,11616,1,1,0,3,0,1,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,3,4,1,4,4,2,5,438,6,0,234,672,1,4,1,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,5,1,0,2,440,5,5,2,335,0,0,0,0,0,3,0,1,0,4,2010,8,0,36.8,0.0,211.0,4.0,64.0,158900
160,1,2280,1,2,3,3,0,4,0,21,2,2,3,5,7,5,1999,1999,1,1,8,8,3,4,2,2,4,3,0,549,6,0,195,744,1,2,1,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,3,5,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2008,8,4,1.0,1.0,224.0,4.0,85.0,179400
60,3,12257,1,1,0,3,0,4,0,15,2,2,0,5,8,5,1995,1995,1,1,12,13,2,4,2,2,4,0,3,56,0,64,1198,1318,1,0,1,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,5,1,2,3,752,5,5,2,222,98,0,0,0,0,3,4,1,0,11,2007,8,4,36.0,1.0,275.0,4.0,81.0,290000
20,3,9100,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,3,1,13,14,3,4,1,4,4,3,5,612,6,0,252,864,1,0,1,864,0,0,864,0,0,1,0,2,1,3,5,6,0,3,5,3,1,300,0,0,2,0,0,0,0,0,0,3,4,3,450,10,2009,8,4,41.0,2.0,0.0,4.0,94.0,127500
30,4,6911,1,1,3,3,0,2,0,3,1,2,0,2,5,5,1924,1950,1,1,13,14,3,4,2,4,4,2,3,405,6,0,740,1145,1,4,1,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,3,5,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2009,8,4,31.0,2.0,0.0,4.0,51.0,100000
60,1,8640,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2009,2009,1,1,12,13,3,4,2,2,4,2,2,24,6,0,732,756,1,0,1,764,783,0,1547,0,0,2,1,3,1,2,7,6,0,3,1,3,2,614,5,5,2,169,45,0,0,0,0,3,4,1,0,6,2010,2,4,43.0,2.0,0.0,4.0,95.0,215200
60,3,9430,1,1,3,3,0,4,0,15,2,2,0,5,8,5,1999,1999,1,1,12,13,2,4,2,2,4,2,2,1163,6,0,89,1252,1,0,1,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,2,1,2,3,856,5,5,2,0,128,0,0,180,0,3,4,1,0,7,2009,8,4,53.0,1.0,302.0,4.0,85.0,337000
120,3,9549,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,1,3,3,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,2,1,0,2,481,5,5,2,0,30,0,0,216,0,3,4,1,0,4,2006,8,4,2.0,2.0,0.0,4.0,81.0,270000
20,3,14587,1,1,0,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,1,12,13,2,4,2,2,4,3,6,0,6,0,1498,1498,1,0,1,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,2,1,0,2,592,5,5,2,0,174,0,0,0,0,3,4,1,0,8,2008,6,5,46.0,3.0,184.0,4.0,94.0,264132
60,3,10421,1,1,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,3,4,1,2,4,3,2,394,6,0,586,980,1,4,1,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,5,1,3,2,496,5,5,2,228,66,156,0,0,0,3,2,3,500,3,2010,8,4,51.0,1.0,18.0,4.0,74.0,196500
50,3,12508,1,1,0,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,3,4,1,2,4,2,0,660,6,0,323,983,1,0,1,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,3,1,3,1,423,5,5,2,245,0,156,0,0,0,3,4,3,1300,7,2008,8,4,46.0,2.0,0.0,4.0,75.0,160000
20,3,9100,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,3,1,12,13,2,4,2,2,4,3,2,24,6,0,1836,1860,1,0,1,1836,0,0,1836,0,0,2,0,3,1,2,8,6,1,2,1,0,2,484,5,5,2,120,33,0,0,0,0,3,4,1,0,10,2006,8,4,41.0,2.0,0.0,4.0,90.0,216837
60,3,53504,1,1,1,1,0,1,1,22,2,2,0,5,8,5,2003,2003,3,1,5,15,0,4,2,2,4,1,0,1416,6,0,234,1650,1,0,1,1690,1589,0,3279,1,0,3,1,4,1,0,12,4,1,2,3,0,3,841,5,5,2,503,36,0,0,210,0,3,4,1,0,6,2010,8,4,18.0,1.0,290.0,4.0,89.0,538000
85,3,7252,1,1,0,3,0,1,0,19,2,2,0,6,5,5,1982,1982,3,1,13,14,3,4,1,2,4,0,2,685,6,0,173,858,1,4,1,858,0,0,858,1,0,1,0,2,1,3,5,6,0,3,5,3,2,576,5,5,2,120,0,0,0,0,0,3,4,1,0,4,2009,8,4,48.4,2.0,0.0,4.0,69.0,134900
20,3,8877,1,1,3,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,3,4,1,1,0,3,3,836,6,0,0,836,1,4,1,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,3,5,3,2,396,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2006,0,4,38.0,2.0,0.0,1.0,37.0,102000
80,3,7819,1,1,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,1,9,10,3,4,1,4,4,0,0,422,1,127,480,1029,1,4,1,1117,0,0,1117,1,0,1,0,3,1,3,6,6,1,5,5,3,2,672,5,5,2,144,0,0,0,0,0,3,2,1,0,3,2010,8,0,65.0,2.0,0.0,4.0,62.0,107000
20,3,10150,1,1,3,3,0,4,0,12,1,2,0,2,5,5,1958,1958,1,1,13,14,3,4,1,4,4,3,5,456,6,0,456,912,1,0,1,912,0,0,912,0,0,1,0,2,1,3,5,6,0,3,1,2,1,275,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2007,0,4,41.0,2.0,1.0,0.0,44.0,114500
20,3,14226,1,1,3,3,0,0,0,16,2,2,0,2,8,5,2006,2006,3,1,12,13,2,4,2,2,4,0,6,0,6,0,1935,1935,1,2,1,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,2,1,0,3,895,5,5,2,315,45,0,0,0,0,3,4,1,0,7,2007,6,5,81.0,1.0,231.0,4.0,92.0,395000
120,4,4500,1,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,3,4,2,0,4,3,2,866,6,0,338,1204,1,0,1,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,3,1,0,2,412,5,5,2,0,247,0,0,0,0,3,4,1,0,6,2009,8,4,3.0,1.0,209.0,4.0,84.0,162000
20,3,11210,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,2,4,2,2,4,0,2,20,6,0,1594,1614,1,0,1,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,3,1,2,3,865,5,5,2,144,59,0,0,0,0,3,4,1,0,7,2006,6,5,57.0,1.0,157.0,4.0,91.0,221500
20,3,13350,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1974,1974,3,1,6,10,3,4,1,4,4,3,0,762,6,0,102,864,1,4,1,894,0,0,894,1,0,1,0,3,1,3,5,6,1,1,1,3,2,440,5,5,2,241,0,0,0,0,0,3,2,1,0,6,2006,8,4,71.0,2.0,0.0,4.0,60.0,142500
90,2,8400,1,1,3,3,0,4,0,20,1,2,2,2,5,5,1977,1977,1,1,9,10,3,4,3,3,2,4,4,0,4,0,0,0,1,4,1,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,5,5,3,2,630,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2007,8,4,31.0,1.0,209.0,4.0,63.0,144000
90,3,10530,1,1,3,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,3,4,1,2,4,1,2,975,6,0,0,975,1,4,1,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,3,1,3,2,504,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,4,49.0,1.0,49.0,4.0,63.0,135000
20,3,7875,1,1,3,3,0,4,0,8,2,2,0,2,7,5,1995,1996,1,1,6,6,3,4,2,2,1,3,6,0,6,0,1237,1237,1,2,1,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,5,1,0,2,402,5,5,2,220,21,0,0,0,0,3,4,1,0,6,2007,8,4,34.0,1.0,15.0,4.0,81.0,176000
60,3,7153,1,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,13,2,2,2,2,4,3,0,387,6,0,374,761,1,0,1,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,3,1,2,2,484,5,5,2,0,124,0,0,0,0,3,4,1,0,7,2006,8,4,36.0,2.0,0.0,4.0,78.0,175900
20,3,16285,1,1,1,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,2,4,2,2,4,3,6,0,6,0,1413,1413,1,0,1,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,3,1,2,2,605,5,5,2,0,33,0,0,0,0,3,4,1,0,6,2009,8,4,38.0,2.0,0.0,4.0,87.0,187100
85,3,9101,1,1,0,3,0,0,0,11,2,2,0,6,5,6,1978,1978,1,1,9,10,3,2,2,2,4,0,2,1097,6,0,0,1097,1,0,1,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,5,1,0,2,602,5,5,2,303,30,0,0,0,0,3,4,1,0,7,2009,8,4,47.6,1.0,60.0,4.0,64.0,165500
75,4,6300,1,0,3,3,0,4,0,17,2,2,0,4,6,6,1914,2001,1,1,13,15,3,4,1,4,4,3,6,0,6,0,742,742,1,0,1,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,2,6,1,0,0,3,3,2,0,291,134,0,0,0,3,4,1,0,6,2008,8,4,6.0,2.0,0.0,4.0,47.2,128000
20,3,9790,1,1,3,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,3,4,1,4,4,3,5,251,3,630,491,1372,1,4,1,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,2,1,3,2,457,5,5,2,0,0,0,0,197,0,3,4,1,0,9,2009,8,4,31.6,2.0,0.0,4.0,53.0,161500
50,4,10800,1,1,3,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,3,2,2,1,4,3,3,686,6,0,0,686,1,4,1,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,3,5,3,1,416,5,5,2,0,0,196,0,0,0,3,4,3,1200,6,2010,8,4,31.0,2.0,0.0,4.0,47.0,139000
60,3,10142,1,1,0,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,2,4,2,2,4,3,2,656,6,0,300,956,1,0,1,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,3,3,2,2,618,5,5,2,0,45,0,0,0,0,3,4,1,0,1,2010,8,4,47.0,2.0,0.0,4.0,90.0,233000
20,4,6000,1,1,3,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,3,4,1,4,4,3,6,0,6,0,901,901,1,0,1,901,0,0,901,0,0,1,0,2,1,3,4,6,0,3,5,3,1,281,1,5,2,0,0,0,0,0,0,3,4,1,0,8,2008,8,4,21.0,2.0,0.0,4.0,40.0,107900
60,3,12205,1,1,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,3,4,1,4,0,1,3,568,6,0,264,832,1,2,1,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,3,1,0,2,444,5,5,2,133,168,0,0,0,0,3,4,1,0,7,2007,8,4,36.6,1.0,100.0,4.0,52.0,187500
120,3,3182,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,2,4,2,2,4,3,2,16,6,0,1129,1145,1,0,1,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,2,1,0,2,397,5,5,2,100,16,0,0,0,0,3,4,1,0,9,2009,8,4,14.0,1.0,2.0,4.0,91.0,160200
80,3,11333,1,1,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,3,4,2,2,4,0,0,539,6,0,490,1029,1,4,1,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,5,1,2,2,539,5,5,2,120,0,0,0,0,0,3,4,1,0,5,2007,8,4,35.4,2.0,0.0,4.0,62.0,146800
60,3,9920,1,1,0,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,2,4,2,2,4,0,2,862,6,0,255,1117,1,0,1,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,5,1,3,2,455,5,5,2,180,130,0,0,0,0,3,4,1,0,6,2007,8,4,63.0,2.0,0.0,4.0,83.0,269790
20,3,9158,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,2,4,2,2,4,0,6,0,6,0,1496,1496,1,0,1,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,3,1,0,2,474,5,5,2,168,130,0,0,0,0,3,4,1,0,6,2007,6,5,47.0,3.0,86.0,4.0,93.0,225000
60,3,10832,1,1,0,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,1,8,8,2,4,2,2,4,3,6,0,6,0,712,712,1,0,1,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,5,1,0,2,409,5,5,2,143,46,0,0,0,0,3,4,3,500,10,2008,8,4,43.4,2.0,0.0,4.0,80.0,194500
60,3,8400,1,1,3,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,3,4,1,2,4,3,6,0,6,0,650,650,1,4,1,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,5,1,3,2,476,5,5,2,0,50,0,0,204,0,3,2,1,0,4,2010,8,4,41.0,1.0,80.0,4.0,66.0,171000
20,3,8197,1,1,3,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,3,4,1,4,4,3,6,0,6,0,660,660,1,0,1,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,5,1,2,2,528,5,5,2,138,0,0,0,0,0,3,2,1,0,4,2007,8,4,42.0,1.0,93.0,4.0,63.0,143500
20,3,7677,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1953,1953,1,1,12,13,3,4,1,4,4,3,1,570,6,0,203,773,1,2,1,773,0,0,773,0,0,1,0,2,1,3,4,6,0,3,1,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2008,8,0,28.0,2.0,0.0,4.0,39.0,110000
60,3,13518,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,0,4,2,0,4,3,6,0,6,0,1926,1926,1,0,1,1966,1174,0,3140,0,0,3,1,4,1,0,11,6,2,2,3,0,3,820,5,5,2,144,78,0,0,0,0,3,4,1,0,7,2009,6,5,75.0,3.0,314.0,4.0,95.0,485000
50,3,7200,1,1,3,3,0,0,0,18,1,2,0,0,5,7,1937,1950,1,1,13,14,3,4,0,2,4,3,0,569,6,0,162,731,1,0,1,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,5,5,3,1,240,5,5,2,0,0,264,0,0,0,3,2,1,0,6,2007,8,4,31.0,1.0,165.0,4.0,27.0,175000
60,3,12798,1,1,0,1,0,4,1,4,1,2,0,5,6,5,1997,1997,1,1,12,13,3,4,2,2,4,1,2,462,6,0,154,616,1,2,1,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,3,1,2,2,603,5,5,2,403,114,185,0,0,0,3,4,3,400,5,2008,8,4,50.0,2.0,0.0,4.0,83.0,200000
30,4,4800,1,1,3,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,3,4,1,4,4,3,3,197,6,0,999,1196,1,0,1,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,3,5,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2007,8,4,11.0,2.0,0.0,0.0,43.0,109900
60,3,8199,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,1,14,15,2,4,2,2,4,0,2,648,6,0,80,728,1,0,1,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,2,1,0,2,410,5,5,2,36,18,0,0,0,0,3,4,1,0,10,2008,8,4,34.0,2.0,0.0,4.0,91.0,189000
60,3,13891,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,0,4,2,0,4,1,6,0,6,0,1734,1734,1,0,1,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,2,3,2,3,1020,5,5,2,52,170,0,0,192,0,3,4,1,0,1,2009,6,5,78.0,3.0,247.0,4.0,95.0,582933
20,3,9000,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,13,14,3,4,1,4,4,3,3,812,6,0,124,936,1,4,1,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,3,1,3,1,286,5,5,2,0,0,0,0,0,0,3,1,1,0,6,2006,8,3,46.0,2.0,0.0,4.0,40.0,118000
20,3,12274,1,1,0,3,0,2,0,21,2,2,0,2,7,5,2008,2008,1,1,12,13,2,4,2,2,4,3,6,0,6,0,1417,1417,1,0,1,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,3,1,2,2,554,5,5,2,0,60,0,0,0,0,3,4,1,0,7,2008,6,5,62.0,3.0,168.0,4.0,94.0,227680
80,3,9750,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1967,1967,1,1,12,13,3,4,2,4,4,0,0,400,5,480,100,980,1,2,1,980,0,0,980,0,0,2,0,3,1,3,6,6,0,3,1,0,1,384,5,5,2,68,0,0,0,0,0,3,4,1,0,10,2006,8,4,46.0,2.0,0.0,4.0,53.0,135500
70,3,21384,1,1,3,3,0,4,0,3,2,2,0,5,5,6,1923,2004,1,1,13,14,3,4,1,4,4,1,2,1309,6,0,15,1324,1,0,1,1072,504,0,1576,2,0,1,1,3,1,2,6,6,1,5,1,2,2,528,5,5,2,0,312,0,0,0,0,3,4,1,0,5,2009,8,4,100.0,2.0,0.0,4.0,11.0,223500
80,3,13400,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,1,12,13,3,4,1,4,4,0,0,516,1,128,380,1024,1,4,1,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,2,1,2,2,484,5,5,2,0,0,0,0,0,0,3,1,1,0,6,2006,8,4,56.0,1.0,321.0,4.0,52.0,159950
75,4,8100,1,1,3,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,3,4,2,4,4,3,6,0,6,0,849,849,1,4,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,3,5,3,2,360,1,4,0,40,156,0,0,0,0,3,2,1,0,11,2009,8,4,61.0,2.0,0.0,0.0,3.0,106000
20,3,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,3,4,1,4,4,3,0,663,3,377,0,1040,1,1,1,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,1,1,2,2,484,5,5,2,265,0,0,0,0,648,1,0,1,0,1,2006,8,4,49.0,1.0,56.0,4.0,60.0,181000
120,4,4438,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,2,4,2,2,4,1,2,662,6,0,186,848,1,0,1,848,0,0,848,1,0,1,0,1,1,2,4,6,1,2,1,0,2,420,5,5,2,140,0,0,0,0,0,3,4,1,0,6,2008,3,4,20.4,1.0,111.0,4.0,90.0,144500
20,0,8712,0,1,3,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,13,14,1,4,1,4,4,0,6,0,6,0,540,540,1,4,0,1044,0,0,1044,0,0,1,0,2,1,1,4,6,0,3,2,3,2,504,5,5,0,0,0,0,0,0,0,3,4,3,54,6,2010,8,2,37.0,2.0,0.0,0.0,38.0,55993
20,3,9750,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,3,4,1,4,4,3,5,608,6,0,834,1442,1,2,1,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,3,1,2,1,301,5,5,2,0,0,275,0,0,0,3,4,3,500,4,2007,0,4,46.0,1.0,158.0,4.0,44.0,157900
50,3,8248,1,0,3,3,0,4,0,7,2,2,0,0,5,7,1918,1950,1,1,11,12,3,4,0,4,4,3,6,0,6,0,686,686,2,2,1,686,564,0,1250,0,1,1,1,3,1,1,7,6,0,3,5,3,1,280,5,5,1,207,0,96,0,0,0,3,4,1,0,7,2006,8,4,16.0,2.0,0.0,4.0,41.0,116000
20,3,12137,1,1,1,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,1,12,13,3,4,2,2,4,3,6,0,6,0,1649,1649,1,0,1,1661,0,0,1661,0,0,2,0,3,1,2,6,6,0,3,1,2,2,598,5,5,2,0,34,0,0,0,0,3,4,1,0,5,2010,8,4,19.0,1.0,255.0,4.0,84.0,224900
20,3,11425,1,1,0,3,0,0,0,12,2,2,0,2,5,6,1954,1954,1,1,3,3,3,4,1,4,4,3,1,486,6,0,522,1008,1,2,1,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,2,1,2,1,275,5,5,2,0,0,120,0,0,0,3,4,1,0,7,2006,8,4,27.0,2.0,0.0,4.0,40.0,137000
20,3,13265,1,1,0,3,0,1,0,11,2,2,0,2,8,5,2002,2002,3,1,5,5,2,4,2,2,4,3,2,1218,6,0,350,1568,1,0,1,1689,0,0,1689,1,0,2,0,3,1,2,7,6,2,2,1,2,3,857,5,5,2,150,59,0,0,0,0,3,4,1,0,7,2008,8,4,47.4,1.0,93.0,4.0,88.0,271000
80,3,8816,1,1,3,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,1,6,6,3,4,1,4,4,0,2,504,6,0,506,1010,1,2,1,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,3,1,3,2,440,5,5,2,0,0,0,0,0,0,3,2,1,0,6,2010,8,4,51.0,1.0,41.0,4.0,57.0,155000
120,3,6371,1,1,0,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,1,12,13,2,4,2,2,4,2,2,733,6,0,625,1358,1,0,1,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2,2,484,5,5,2,192,35,0,0,0,0,3,4,1,0,6,2010,6,5,15.0,3.0,79.0,4.0,96.0,224000
60,3,7226,1,1,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,2,4,2,2,4,3,6,0,6,0,798,798,1,0,1,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,3,1,2,2,595,5,5,2,0,45,0,0,0,0,3,4,1,0,6,2008,8,4,43.0,2.0,0.0,4.0,89.0,183000
